city,country,forecast_dt,dt_txt,temperature_c,humidity_percent,condition,wind_speed_m_s,date
Vienna,AT,2026-06-25 09:00:00,2026-06-25 09:00:00,29.27,35,Clear,2.35,2026-06-25
Vienna,AT,2026-06-25 12:00:00,2026-06-25 12:00:00,32.71,27,Clear,2.55,2026-06-25
Vienna,AT,2026-06-25 15:00:00,2026-06-25 15:00:00,33.27,25,Clear,2.79,2026-06-25
Vienna,AT,2026-06-25 18:00:00,2026-06-25 18:00:00,29.63,36,Clear,2.31,2026-06-25
Vienna,AT,2026-06-25 21:00:00,2026-06-25 21:00:00,25.21,53,Clear,1.24,2026-06-25
Vienna,AT,2026-06-26 00:00:00,2026-06-26 00:00:00,23.26,60,Clear,1.33,2026-06-26
Vienna,AT,2026-06-26 03:00:00,2026-06-26 03:00:00,21.74,65,Clear,1.26,2026-06-26
Vienna,AT,2026-06-26 06:00:00,2026-06-26 06:00:00,25.68,53,Clear,1.57,2026-06-26
Vienna,AT,2026-06-26 09:00:00,2026-06-26 09:00:00,31.23,37,Clear,2.17,2026-06-26
Vienna,AT,2026-06-26 12:00:00,2026-06-26 12:00:00,34.76,25,Clear,1.94,2026-06-26
Vienna,AT,2026-06-26 15:00:00,2026-06-26 15:00:00,35.61,22,Clear,2.37,2026-06-26
Vienna,AT,2026-06-26 18:00:00,2026-06-26 18:00:00,31.69,33,Clear,3.24,2026-06-26
Vienna,AT,2026-06-26 21:00:00,2026-06-26 21:00:00,26.58,47,Clear,1.29,2026-06-26
Vienna,AT,2026-06-27 00:00:00,2026-06-27 00:00:00,24.28,57,Clear,1.21,2026-06-27
Vienna,AT,2026-06-27 03:00:00,2026-06-27 03:00:00,22.66,64,Clear,0.9,2026-06-27
Vienna,AT,2026-06-27 06:00:00,2026-06-27 06:00:00,26.66,46,Clear,1.69,2026-06-27
Vienna,AT,2026-06-27 09:00:00,2026-06-27 09:00:00,32.97,29,Clear,3.38,2026-06-27
Vienna,AT,2026-06-27 12:00:00,2026-06-27 12:00:00,37.13,21,Clear,3.24,2026-06-27
Vienna,AT,2026-06-27 15:00:00,2026-06-27 15:00:00,38.28,18,Clear,3.92,2026-06-27
Vienna,AT,2026-06-27 18:00:00,2026-06-27 18:00:00,34.31,25,Clear,2.58,2026-06-27
Vienna,AT,2026-06-27 21:00:00,2026-06-27 21:00:00,29.32,37,Clear,1.57,2026-06-27
Vienna,AT,2026-06-28 00:00:00,2026-06-28 00:00:00,26.69,45,Clear,1.5,2026-06-28
Vienna,AT,2026-06-28 03:00:00,2026-06-28 03:00:00,24.44,53,Clear,1.96,2026-06-28
Vienna,AT,2026-06-28 06:00:00,2026-06-28 06:00:00,28.47,43,Clear,1.43,2026-06-28
Vienna,AT,2026-06-28 09:00:00,2026-06-28 09:00:00,36.55,23,Clouds,4.6,2026-06-28
Vienna,AT,2026-06-28 12:00:00,2026-06-28 12:00:00,38.53,21,Clouds,2.55,2026-06-28
Amsterdam,NL,2026-06-23 15:00:00,2026-06-23 15:00:00,27.39,61,Clouds,2.72,2026-06-23
Amsterdam,NL,2026-06-23 18:00:00,2026-06-23 18:00:00,27.12,59,Clouds,2.89,2026-06-23
Amsterdam,NL,2026-06-23 21:00:00,2026-06-23 21:00:00,24.67,69,Clouds,2.43,2026-06-23
Amsterdam,NL,2026-06-24 00:00:00,2026-06-24 00:00:00,21.96,80,Clouds,2.05,2026-06-24
Amsterdam,NL,2026-06-24 03:00:00,2026-06-24 03:00:00,20.54,81,Clear,1.75,2026-06-24
Amsterdam,NL,2026-06-24 06:00:00,2026-06-24 06:00:00,24.63,66,Clear,1.98,2026-06-24
Amsterdam,NL,2026-06-24 09:00:00,2026-06-24 09:00:00,29.8,44,Clear,1.93,2026-06-24
Amsterdam,NL,2026-06-24 12:00:00,2026-06-24 12:00:00,32.44,35,Clear,1.26,2026-06-24
Amsterdam,NL,2026-06-24 15:00:00,2026-06-24 15:00:00,33.56,33,Clear,0.9,2026-06-24
Amsterdam,NL,2026-06-24 18:00:00,2026-06-24 18:00:00,28.8,47,Clear,4.17,2026-06-24
Amsterdam,NL,2026-06-24 21:00:00,2026-06-24 21:00:00,24.34,68,Clear,3.03,2026-06-24
Amsterdam,NL,2026-06-25 00:00:00,2026-06-25 00:00:00,22.15,75,Clear,2.74,2026-06-25
Amsterdam,NL,2026-06-25 03:00:00,2026-06-25 03:00:00,20.48,80,Clear,2.6,2026-06-25
Amsterdam,NL,2026-06-25 06:00:00,2026-06-25 06:00:00,23.69,72,Clear,3.01,2026-06-25
Amsterdam,NL,2026-06-25 09:00:00,2026-06-25 09:00:00,28.09,57,Clear,4.04,2026-06-25
Amsterdam,NL,2026-06-25 12:00:00,2026-06-25 12:00:00,31.01,48,Clear,4.54,2026-06-25
Amsterdam,NL,2026-06-25 15:00:00,2026-06-25 15:00:00,32.05,43,Clear,5.15,2026-06-25
Amsterdam,NL,2026-06-25 18:00:00,2026-06-25 18:00:00,29.4,53,Clear,4.87,2026-06-25
Amsterdam,NL,2026-06-25 21:00:00,2026-06-25 21:00:00,23.68,78,Clear,4.81,2026-06-25
Amsterdam,NL,2026-06-26 00:00:00,2026-06-26 00:00:00,20.82,78,Clear,4.25,2026-06-26
Amsterdam,NL,2026-06-26 03:00:00,2026-06-26 03:00:00,20.61,77,Clear,4.25,2026-06-26
Amsterdam,NL,2026-06-26 06:00:00,2026-06-26 06:00:00,24.75,68,Clouds,3.99,2026-06-26
Amsterdam,NL,2026-06-26 09:00:00,2026-06-26 09:00:00,32.04,44,Clouds,4.55,2026-06-26
Amsterdam,NL,2026-06-26 12:00:00,2026-06-26 12:00:00,35.66,33,Clouds,4.8,2026-06-26
Amsterdam,NL,2026-06-26 15:00:00,2026-06-26 15:00:00,37.41,27,Clear,4.2,2026-06-26
Amsterdam,NL,2026-06-26 18:00:00,2026-06-26 18:00:00,33.68,37,Clouds,1.58,2026-06-26
Amsterdam,NL,2026-06-26 21:00:00,2026-06-26 21:00:00,23.93,64,Rain,2.77,2026-06-26
Amsterdam,NL,2026-06-27 00:00:00,2026-06-27 00:00:00,22.24,72,Rain,1.74,2026-06-27
Amsterdam,NL,2026-06-27 03:00:00,2026-06-27 03:00:00,21.45,72,Clouds,1.56,2026-06-27
Amsterdam,NL,2026-06-27 06:00:00,2026-06-27 06:00:00,25.06,60,Clouds,1.8,2026-06-27
Amsterdam,NL,2026-06-27 09:00:00,2026-06-27 09:00:00,31.75,40,Clear,1.76,2026-06-27
Amsterdam,NL,2026-06-27 12:00:00,2026-06-27 12:00:00,35.36,31,Clouds,1.16,2026-06-27
Amsterdam,NL,2026-06-27 15:00:00,2026-06-27 15:00:00,32.02,40,Clouds,4.06,2026-06-27
Amsterdam,NL,2026-06-27 18:00:00,2026-06-27 18:00:00,27.45,52,Clouds,4.8,2026-06-27
Amsterdam,NL,2026-06-27 21:00:00,2026-06-27 21:00:00,22.63,70,Rain,5.3,2026-06-27
Amsterdam,NL,2026-06-28 00:00:00,2026-06-28 00:00:00,20.52,93,Rain,3.41,2026-06-28
Amsterdam,NL,2026-06-28 03:00:00,2026-06-28 03:00:00,20.18,92,Clouds,3.05,2026-06-28
Amsterdam,NL,2026-06-28 06:00:00,2026-06-28 06:00:00,19.83,89,Clouds,3.37,2026-06-28
Amsterdam,NL,2026-06-28 09:00:00,2026-06-28 09:00:00,25.4,57,Clouds,6.07,2026-06-28
Amsterdam,NL,2026-06-28 12:00:00,2026-06-28 12:00:00,25.79,52,Rain,6.52,2026-06-28
